x,y,chebyshev,adi,difference
0.15234375,0.5,0.5501377814737077,0.5501377812145216,2.591861170131438e-10
0.15625,0.5,0.556519238622842,0.5565192383602323,2.626097117541804e-10
0.16015625,0.5,0.5628337806254025,0.5628337803586386,2.667638332454203e-10
0.1640625,0.5,0.5690813993999666,0.5690813991279842,2.719824365726708e-10
0.16796875,0.5,0.5752620947317559,0.5752620944531079,2.786479935679154e-10
0.171875,0.5,0.5813758742177546,0.5813758739302427,2.875119031742202e-10
0.17578125,0.5,0.5874227532005185,0.587422752901917,2.98601476877991e-10
0.1796875,0.5,0.593402754691346,0.5934027543807775,3.105684598381231e-10
0.18359375,0.5,0.5993159092877323,0.5993159089637615,3.239707391244906e-10
0.1875,0.5,0.6051622550739053,0.605162254735605,3.38300276681025e-10
0.19140625,0.5,0.6109418375169382,0.6109418371640232,3.529150305325857e-10
0.1953125,0.5,0.6166547093531075,0.6166547089855805,3.675270088265847e-10
0.19921875,0.5,0.6223009304638729,0.6223009300832447,3.806281956286739e-10
0.203125,0.5,0.6278805677477287,0.6278805673551686,3.925600955412278e-10
0.20703125,0.5,0.6333936949789893,0.6333936945760229,4.029664379956444e-10
0.2109375,0.5,0.6388403926627041,0.6388403922513115,4.113925866633394e-10
0.21484375,0.5,0.6442207478825188,0.6442207474646466,4.178721813019592e-10
0.21875,0.5,0.6495348541402063,0.6495348537181967,4.220095384255274e-10
0.22265625,0.5,0.6547828111915006,0.6547828107677527,4.237479256374854e-10
0.2265625,0.5,0.6599647248748027,0.6599647244512774,4.235253259210481e-10
0.23046875,0.5,0.6650807069344093,0.6650807065130756,4.21333745670438e-10
0.234375,0.5,0.6701308748403151,0.6701308744220188,4.182962864973661e-10
0.23828125,0.5,0.6751153516031811,0.675115351186963,4.162181710398727e-10
0.2421875,0.5,0.6800342655828497,0.6800342651664076,4.164421030239396e-10
0.24609375,0.5,0.6848877502933303,0.6848877498758067,4.175235712722269e-10
0.25,0.5,0.6896759442094974,0.6896759437904437,4.190536806447653e-10
0.25390625,0.5,0.6943989905660263,0.6943989901464994,4.195268576978606e-10
0.2578125,0.5,0.6990570371583217,0.6990570367386854,4.196363256880886e-10
0.26171875,0.5,0.7036502361368934,0.7036502357167747,4.201187175922882e-10
0.265625,0.5,0.708178743800485,0.7081787433791285,4.213565052424428e-10
0.26953125,0.5,0.7126427203888803,0.7126427199650449,4.238354112118259e-10
0.2734375,0.5,0.7170423298732306,0.7170423294462794,4.269511411081339e-10
0.27734375,0.5,0.7213777397483645,0.7213777393175823,4.30782187699208e-10
0.28125,0.5,0.7256491208212869,0.7256491203867723,4.345145354633928e-10
0.28515625,0.5,0.7298566470015907,0.7298566465634618,4.3812886652006e-10
0.2890625,0.5,0.7340004950909957,0.7340004946493306,4.41665148898096e-10
0.29296875,0.5,0.7380808445740902,0.7380808441276597,4.464304481643921e-10
0.296875,0.5,0.7420978774050143,0.7420978769536806,4.513337481526492e-10
0.30078125,0.5,0.7460517778015595,0.7460517773453504,4.562090705206856e-10
0.3046875,0.5,0.7499427320370312,0.749942731575417,4.616141913160732e-10
0.30859375,0.5,0.753770928230737,0.7537709277647928,4.659441721344137e-10
0.3125,0.5,0.7575365561470873,0.7575365556768593,4.702279676749299e-10
0.31640625,0.5,0.7612398069876777,0.7612398065135889,4.740887682430639e-10
0.3203125,0.5,0.7648808731904791,0.7648808727132247,4.772544581754801e-10
0.32421875,0.5,0.768459948230834,0.7684599477501827,4.806512965416232e-10
0.328125,0.5,0.7719772264203379,0.7719772259369426,4.833953237692867e-10
0.33203125,0.5,0.7754329027139207,0.7754329022276912,4.862295011065498e-10
0.3359375,0.5,0.7788271725141415,0.7788271720251053,4.890361449128022e-10
0.33984375,0.5,0.7821602314813366,0.7821602309892982,4.920384100159936e-10
0.34375,0.5,0.7854322753456779,0.7854322748490912,4.965867717032779e-10
0.34765625,0.5,0.7886434997184161,0.7886434992157506,5.026654648077056e-10
0.3515625,0.5,0.7917940999114095,0.7917940994001169,5.112925638428578e-10
0.35546875,0.5,0.7948842707545736,0.7948842702325977,5.219759069419183e-10
0.359375,0.5,0.7979142064188418,0.7979142058860538,5.327880359118353e-10
0.36328125,0.5,0.8008841002448194,0.8008840997010112,5.438082206765671e-10
0.3671875,0.5,0.8037941445693311,0.8037941440148508,5.544802395007764e-10
0.37109375,0.5,0.8066445305593846,0.8066445299936614,5.65723135004248e-10
0.375,0.5,0.8094354480450634,0.8094354474674028,5.77660586031925e-10
0.37890625,0.5,0.8121670853573101,0.8121670847676858,5.896242383229833e-10
0.3828125,0.5,0.8148396291709645,0.8148396285697582,6.012063069604778e-10
0.38671875,0.5,0.8174532643486498,0.8174532637375901,6.11059758348631e-10
0.390625,0.5,0.8200081737891354,0.8200081731714414,6.176940070545811e-10
0.39453125,0.5,0.8225045382809637,0.8225045376592588,6.217049097756444e-10
0.3984375,0.5,0.824942536356567,0.8249425357311427,6.254242679304411e-10
0.40234375,0.5,0.8273223441473249,0.8273223435173575,6.299674115695097e-10
0.40625,0.5,0.8296441352455756,0.8296441346097088,6.358668036554604e-10
0.41015625,0.5,0.8319080805679926,0.8319080799256295,6.423630516394496e-10
0.4140625,0.5,0.8341143482248016,0.83411434757609,6.487115289388612e-10
0.41796875,0.5,0.8362631033902901,0.8362631027363547,6.539353503143275e-10
0.421875,0.5,0.8383545081783083,0.8383545075203482,6.579600198008961e-10
0.42578125,0.5,0.8403887215195883,0.8403887208576153,6.619730319457062e-10
0.4296875,0.5,0.8423658990397321,0.8423658983738518,6.65880350858572e-10
0.43359375,0.5,0.8442861929441923,0.8442861922743075,6.698848142860925e-10
0.4375,0.5,0.8461497519043389,0.8461497512308873,6.734516277973057e-10
0.44140625,0.5,0.847956720949063,0.8479567202716831,6.773799299253369e-10
0.4453125,0.5,0.8497072413560577,0.84970724067379,6.822676867912492e-10
0.44921875,0.5,0.8514014505461365,0.851401449858419,6.877174385522267e-10
0.453125,0.5,0.8530394819842293,0.8530394812903035,6.939258057059305e-10
0.45703125,0.5,0.8546214650791771,0.8546214643787743,7.004028468315937e-10
0.4609375,0.5,0.8561475250894814,0.8561475243823338,7.071476737507965e-10
0.46484375,0.5,0.8576177830289587,0.8576177823155009,7.134578483558585e-10
0.46875,0.5,0.8590323555779069,0.8590323548588031,7.191037765252872e-10
0.47265625,0.5,0.8603913549952722,0.8603913542714619,7.238103449935807e-10
0.4765625,0.5,0.8616948890342461,0.8616948883064698,7.277762836821466e-10
0.48046875,0.5,0.8629430608602791,0.8629430601286338,7.316452999006628e-10
0.484375,0.5,0.8641359689683925,0.8641359682346667,7.337258578488104e-10
0.48828125,0.5,0.8652737071114509,0.8652737063763919,7.350590136567803e-10
0.4921875,0.5,0.8663563642215277,0.8663563634856154,7.359123310735072e-10
0.49609375,0.5,0.8673840243383185,0.8673840236021831,7.361353748791544e-10
0.5,0.5,0.868356766540345,0.8683567658039612,7.363838427920655e-10
0.50390625,0.5,0.869274664874174,0.8692746641394083,7.347656927336743e-10
0.5078125,0.5,0.8701377882946069,0.8701377875618065,7.328003759354829e-10
0.51171875,0.5,0.8709462005971682,0.8709461998662298,7.30938420900884e-10
0.515625,0.5,0.8716999603572338,0.8716999596286577,7.285761993713891e-10
0.51953125,0.5,0.8723991208729641,0.8723991201469978,7.259662870851002e-10
0.5234375,0.5,0.8730437301064546,0.8730437293841938,7.222608067181113e-10
0.52734375,0.5,0.873633830632458,0.873633829913305,7.191530704275806e-10
0.53125,0.5,0.874169459580708,0.8741694588649537,7.157543446822956e-10
0.53515625,0.5,0.8746506485880106,0.8746506478764203,7.11590231183834e-10
0.5390625,0.5,0.8750774237495649,0.8750774230424855,7.07079395034782e-10
0.54296875,0.5,0.8754498055708959,0.8754498048682305,7.026653703334773e-10
0.546875,0.5,0.8757678089217446,0.8757678082236704,6.980741540374424e-10
0.55078125,0.5,0.87603144299405,0.8760314423002549,6.937951324559322e-10
0.5546875,0.5,0.8762407112602532,0.8762407105693456,6.909075533911846e-10
0.55859375,0.5,0.8763956114290273,0.8763956107419341,6.870932711677824e-10
0.5625,0.5,0.8764961354132376,0.876496134729722,6.835155774709278e-10
0.56640625,0.5,0.8765422692884148,0.8765422686084228,6.79992062657675e-10
0.5703125,0.5,0.8765339932586536,0.8765339925831173,6.755362935706444e-10
0.57421875,0.5,0.876471281625524,0.8764712809545397,6.709842681473788e-10
0.578125,0.5,0.8763541027516697,0.8763541020867174,6.649523154322878e-10
0.58203125,0.5,0.8761824190344959,0.8761824183761057,6.583902312229384e-10
0.5859375,0.5,0.8759561868743824,0.8759561862230695,6.513128925078604e-10
0.58984375,0.5,0.8756753566467838,0.8756753560041419,6.42641828640933e-10
0.59375,0.5,0.8753398726796817,0.875339872046292,6.333896740429168e-10
0.59765625,0.5,0.8749496732265999,0.8749496726014823,6.251176243310397e-10
0.6015625,0.5,0.8745046904415855,0.8745046898235793,6.180062017691057e-10
0.60546875,0.5,0.8740048503587576,0.874004849746844,6.119136308768702e-10
0.609375,0.5,0.8734500728717235,0.8734500722652122,6.065112856390442e-10
0.61328125,0.5,0.8728402717129777,0.8728402711131173,5.998603835877248e-10
0.6171875,0.5,0.872175354440482,0.8721753538478334,5.926485968643647e-10
0.62109375,0.5,0.8714552224176696,0.8714552218329298,5.847398121261449e-10
0.625,0.5,0.8706797708006851,0.8706797702228661,5.778190148575391e-10
0.62890625,0.5,0.8698488885221636,0.8698488879495383,5.726252805260401e-10
0.6328125,0.5,0.8689624582780303,0.8689624577102301,5.678002512610192e-10
0.63671875,0.5,0.8680203565195306,0.8680203559558861,5.636444644352423e-10
0.640625,0.5,0.8670224534401777,0.8670224528812398,5.589378959669489e-10
0.64453125,0.5,0.8659686129704098,0.8659686124161373,5.54272516772869e-10
0.6484375,0.5,0.8648586927686021,0.8648586922189941,5.496079147349064e-10
0.65234375,0.5,0.863692544216032,0.8636925436703311,5.457009288889481e-10
0.65625,0.5,0.8624700124111377,0.8624700118685036,5.42634159828026e-10
0.66015625,0.5,0.8611909361658396,0.8611909356256675,5.401721292486172e-10
0.6640625,0.5,0.8598551480047033,0.859855147466576,5.381273204818626e-10
0.66796875,0.5,0.8584624741627381,0.8584624736272786,5.354595655759908e-10
0.671875,0.5,0.8570127345882051,0.8570127340565545,5.316506124231068e-10
0.67578125,0.5,0.8555057429441925,0.8555057424170647,5.271277858653889e-10
0.6796875,0.5,0.8539413066106768,0.853941306089428,5.212488218830913e-10
0.68359375,0.5,0.8523192266912983,0.8523192261760353,5.152630544458248e-10
0.6875,0.5,0.8506392980170034,0.8506392975078475,5.091559396319667e-10
0.69140625,0.5,0.8489013091546282,0.848901308651663,5.029652250243544e-10
0.6953125,0.5,0.8471050424157293,0.8471050419190878,4.966415056983919e-10
0.69921875,0.5,0.8452502738653789,0.8452502733764179,4.889609828140351e-10
0.703125,0.5,0.8433367733375652,0.8433367728560321,4.815330356677805e-10
0.70703125,0.5,0.8413643044443296,0.8413643039704838,4.738458514452759e-10
0.7109375,0.5,0.8393326245931073,0.8393326241264613,4.666460551305818e-10
0.71484375,0.5,0.8372414850018789,0.8372414845410235,4.608553538787419e-10
0.71875,0.5,0.8350906307141427,0.8350906302586592,4.554835397740931e-10
0.72265625,0.5,0.8328798006220044,0.8328798001708435,4.51160886427715e-10
0.7265625,0.5,0.830608727483748,0.830608727036837,4.469110637117524e-10
0.73046875,0.5,0.8282771379489258,0.8282771375053893,4.435364298061018e-10
0.734375,0.5,0.8258847525789089,0.8258847521383943,4.40514624777677e-10
0.73828125,0.5,0.8234312858749213,0.8234312854364172,4.385041219023833e-10
0.7421875,0.5,0.8209164463031419,0.8209164458658755,4.372663342522287e-10
0.74609375,0.5,0.8183399363228223,0.8183399358874606,4.353617466534843e-10
0.75,0.5,0.8157014524190112,0.8157014519860559,4.329552272253068e-10
0.75390625,0.5,0.8130006851327031,0.8130006847032759,4.294271604976529e-10
0.7578125,0.5,0.8102373190965303,0.8102373186706694,4.25860902097952e-10
0.76171875,0.5,0.8074110330676597,0.8074110326451159,4.22543777744977e-10
0.765625,0.5,0.8045214999667644,0.8045214995461281,4.206363035663685e-10
0.76953125,0.5,0.8015683869135729,0.8015683864946567,4.189162350343167e-10
0.7734375,0.5,0.7985513552701814,0.7985513548540309,4.161504474353706e-10
0.77734375,0.5,0.7954700606841474,0.7954700602721526,4.119947716318961e-10
0.78125,0.5,0.792324153132601,0.7923241527258529,4.067480796621226e-10
0.78515625,0.5,0.789113276968558,0.7891132765675153,4.010427545608763e-10
0.7890625,0.5,0.7858370709672741,0.7858370705728939,3.943801951677983e-10
0.79296875,0.5,0.7824951683781515,0.7824951679911868,3.869646825194195e-10
0.796875,0.5,0.7790871969750257,0.7790871965963627,3.786629898527849e-10
0.80078125,0.5,0.7756127791115733,0.7756127787419583,3.696150052689973e-10
0.8046875,0.5,0.7720715317768129,0.7720715314164216,3.603912723804115e-10
0.80859375,0.5,0.768463066651183,0.7684630663007674,3.50415585437247e-10
0.8125,0.5,0.7647869901687926,0.7647869898281733,3.406193105348621e-10
0.81640625,0.5,0.7610429035767773,0.7610429032459932,3.307840668043127e-10
0.8203125,0.5,0.7572304030007547,0.7572304026792666,3.214881694191263e-10
0.82421875,0.5,0.7533490795095842,0.7533490791967087,3.128755032832942e-10
0.828125,0.5,0.7493985191825502,0.7493985188781204,3.044298146903657e-10
0.83203125,0.5,0.7453783031809774,0.7453783028844636,2.965138135024858e-10
0.8359375,0.5,0.7412880078187342,0.7412880075291621,2.895720330187146e-10
0.83984375,0.5,0.7371272046352322,0.7371272043522047,2.830274903331542e-10
0.84375,0.5,0.7328954604727281,0.7328954601960996,2.766284978861222e-10
0.84765625,0.5,0.7285923375541479,0.7285923372834516,2.706962431986426e-10
0.8515625,0.5,0.7242173935615768,0.7242173932973143,2.642625007709398e-10
0.85546875,0.5,0.7197701817203465,0.7197701814626704,2.576761026773511e-10
0.859375,0.5,0.7152502508815085,0.715250250630709,2.507994922851253e-10
0.86328125,0.5,0.7106571456077443,0.7106571453642014,2.435428525515704e-10
0.8671875,0.5,0.7059904062624394,0.705990406025939,2.365003748394656e-10
0.87109375,0.5,0.7012495690984256,0.7012495688686835,2.297421142216649e-10
0.875,0.5,0.6964341663501303,0.6964341661270088,2.231215212589177e-10
0.87890625,0.5,0.6915437263277743,0.691543726111099,2.166752333110367e-10
0.8828125,0.5,0.6865777735117667,0.6865777733022026,2.095641438160101e-10
0.88671875,0.5,0.6815358286528991,0.68153582845071,2.021890432857276e-10
0.890625,0.5,0.6764174088698314,0.6764174086755489,1.942824789935571e-10
0.89453125,0.5,0.6712220277520368,0.6712220275656891,1.863477150365611e-10
0.8984375,0.5,0.6659491954609922,0.6659491952830585,1.779336677998344e-10
0.90234375,0.5,0.6605984188365277,0.6605984186678548,1.686728534622262e-10
0.90625,0.5,0.6551692015040408,0.6551692013449997,1.590411136120906e-10
0.91015625,0.5,0.6496610439827274,0.6496610438327498,1.499775859059582e-10
0.9140625,0.5,0.6440734437946698,0.6440734436526587,1.420110695704579e-10
0.91796875,0.5,0.6384058955758655,0.6384058954416549,1.342105315771391e-10
0.921875,0.5,0.6326578911922034,0.6326578910650494,1.271539540326216e-10
0.92578125,0.5,0.6268289198512461,0.6268289197316402,1.196058807551026e-10
0.9296875,0.5,0.620918468221366,0.6209184681098849,1.114810466162908e-10
0.93359375,0.5,0.61492602054874,0.6149260204455572,1.031827956410325e-10
0.9375,0.5,0.6088510587766399,0.6088510586806556,9.598433159396791e-11
0.94140625,0.5,0.6026930626651754,0.6026930625739279,9.124756505940468e-11
0.9453125,0.5,0.5964515099112879,0.5964515098232617,8.802625295345479e-11
0.94921875,0.5,0.5901258762733465,0.5901258761887309,8.461553679950384e-11
0.953125,0.5,0.5837156356951668,0.5837156356159523,7.921452382930738e-11
0.95703125,0.5,0.5772202604321065,0.5772202603600477,7.205880336869086e-11
0.9609375,0.5,0.5706392211773702,0.5706392211117256,6.564460086622148e-11
0.96484375,0.5,0.5639719871869772,0.5639719871250753,6.190181700560515e-11
0.96875,0.5,0.5572180264080268,0.557218026347638,6.038880506764599e-11
0.97265625,0.5,0.5503768056070582,0.5503768055491989,5.785927292834003e-11
0.9765625,0.5,0.5434477905000489,0.5434477904485794,5.146949533241241e-11
0.98046875,0.5,0.5364304458814262,0.5364304458397642,4.16620071774787e-11
0.984375,0.5,0.5293242357565038,0.5293242357237267,3.27771143560085e-11
0.98828125,0.5,0.5221286234720091,0.5221286234444534,2.755562444889392e-11
0.9921875,0.5,0.5148430718467454,0.5148430718237651,2.298028434211119e-11
0.99609375,0.5,0.5074670433035194,0.507467043289327,1.419242501299323e-11
1,0.5,0.5,0.5,0
